Category Code 	Description
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.h - Swine"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.h - Swine"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.h - Swine"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.h - Swine"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.h - Swine
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.h - Swine"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.c - Sheep
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.c - Sheep"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.d - Goats
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.d - Goats"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.i - Poultry"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.6 - Indirect N2O Emissions from manure management
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2.i - Poultry
3.A.2 - Manure Management"	AWMS usage
"3.C.4 - Direct N2O Emissions from managed soils
3 - Agriculture, Forestry, and Other Land Use
3.A - Livestock
3.A.2 - Manure Management
3.A.2.i - Poultry"	AWMS usage
